[SCAN]              	playful_bryan (SCAN:07d28ffd932f53936786f398d35fb6620d626e14)	TARGET	(distance-0)
[DNS_NAME]          	fe-search-cloud-run.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	volagratis.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	automation.analytics.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[OPEN_TCP_PORT]     	jira.kiwi.com:80	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	fe-search-cloud-run.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	osd.akstage.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	balkan.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	email.airline.kiwi.com	wayback	(a-record, cloud-google, cname-record, distance-0, in-scope, mx-record, ns-record, resolved, soa-record, subdomain, txt-record)
[DNS_NAME]          	osd.ak.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	i.aastore-qa8.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	awstestwww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	avcq.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	mmb.20.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	mmb.apr.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	banana-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	confluence.www.acc.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	banana.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jira.www.administratormation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	confluence.www.tours.accounting.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	confluence.www.automation.affiliate.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[IP_ADDRESS]        	91.239.201.15	A	(distance-1, internal, ipv4, ptr-record, resolved)
[URL]               	https://fe-search-cloud-run.kiwi.com/	httpx	(dir, distance-0, http-title-403-forbidden, in-scope, ip-104-16-193-226, status-403)
[URL]               	http://go.kiwi.com/	httpx	(dir, distance-0, http-title-301-moved-permanently, in-scope, ip-18-160-249-68, status-301)
[DNS_NAME]          	code.kiwi.com	speculate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[URL]               	https://go.kiwi.com/	httpx	(dir, distance-0, http-title-404-not-found, in-scope, ip-13-224-214-65, status-404)
[OPEN_TCP_PORT]     	fe-search-cloud-run.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	ptr2418.kiwi.com	speculate	(distance-0, in-scope, subdomain, unresolved)
[OPEN_TCP_PORT]     	go.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	go.kiwi.com	host	(a-record, aaaa-record, cloud-amazon, cname-record, distance-0, in-scope, ns-record, resolved, soa-record, subdomain)
[URL]               	http://kiwibase.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[URL]               	https://kiwibase.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-302)
[OPEN_TCP_PORT]     	go.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	ptr7972.kiwi.com	speculate	(distance-0, in-scope, subdomain, unresolved)
[URL]               	https://bergamolynk.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-302)
[URL]               	http://bergamolynk.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[DNS_NAME]          	bergamolynk.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	kiwibase.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	kiwibase.kiwi.com:80	speculate	(distance-0, in-scope)
[URL]               	https://shichor.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://flywestair.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-302)
[OPEN_TCP_PORT]     	kiwibase.kiwi.com:443	speculate	(distance-0, in-scope)
[URL]               	https://auricair.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://lastminute.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://kayak.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	http://smartfaq.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[URL]               	https://flyafrijet.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-302)
[URL]               	https://holidaypirates.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://hamburgairport.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-302)
[URL]               	https://tag-manager-preview.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-404)
[URL]               	https://public-documents.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-403)
[OPEN_TCP_PORT]     	bergamolynk.kiwi.com:443	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	bergamolynk.kiwi.com:80	speculate	(distance-0, in-scope)
[URL]               	https://smartfaq.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-403)
[URL]               	http://public-documents.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[URL]               	http://tag-manager-preview.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[URL]               	http://shichor.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[URL]               	http://email.code.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[URL]               	http://flywestair.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[DNS_NAME]          	smartfaq.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[URL]               	http://email.code.kiwi.com:443/	httpx	(dir, distance-0, http-title-400-the-plain-http-request-was-sent-to-https-port, in-scope, ip-104-16-193-226, status-400)
[URL]               	http://flyafrijet.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[OPEN_TCP_PORT]     	shichor.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	shichor.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	flywestair.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	flywestair.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	auricair.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[URL]               	http://lastminute.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[OPEN_TCP_PORT]     	auricair.kiwi.com:443	speculate	(distance-0, in-scope)
[URL]               	http://statusflare.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-403)
[OPEN_TCP_PORT]     	lastminute.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	lastminute.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	kayak.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[URL]               	http://holidaypirates.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[OPEN_TCP_PORT]     	flyafrijet.kiwi.com:443	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	holidaypirates.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	holidaypirates.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	hamburgairport.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	hamburgairport.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	tag-manager-preview.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	tag-manager-preview.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	public-documents.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	kayak.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	ptr2806.kiwi.com	speculate	(distance-0, in-scope, subdomain, unresolved)
[URL]               	http://auricair.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[OPEN_TCP_PORT]     	public-documents.kiwi.com:443	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	smartfaq.kiwi.com:80	speculate	(distance-0, in-scope)
[URL]               	http://hamburgairport.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[DNS_NAME]          	flyafrijet.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[URL]               	http://kayak.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[OPEN_TCP_PORT]     	smartfaq.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	email.code.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	public-documents.kiwi.com:80	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	flywestair.kiwi.com:80	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	email.code.kiwi.com:443	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	tag-manager-preview.kiwi.com:80	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	email.code.kiwi.com:80	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	shichor.kiwi.com:80	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	flyafrijet.kiwi.com:80	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	lastminute.kiwi.com:80	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	holidaypirates.kiwi.com:80	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	statusflare.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	volagratis.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	statusflare.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	airylang.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	parking.kiwi.com	excavate	(a-record, aaaa-record, cloud-amazon, distance-0, in-scope, ns-record, resolved, soa-record, subdomain)
[OPEN_TCP_PORT]     	auricair.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	blvairport.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	confluence.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	hamburgairport.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	theairlinereviewer.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	kayak.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	jira.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	go.kiwi.com	excavate	(a-record, aaaa-record, cloud-amazon, cname-record, distance-0, in-scope, ns-record, resolved, soa-record, subdomain)
[DNS_NAME]          	bergamolynk.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	fe-search-cloud-run.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	kiwibase.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	smartfaq.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	kayak.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	hamburgairport.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	auricair.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	email.code.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	shichor.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	holidaypirates.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	flywestair.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	lastminute.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	flyafrijet.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	public-documents.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	tag-manager-preview.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	txn-dev-mg.kiwi.com	speculate	(distance-0, in-scope, mx-record, resolved, subdomain, txt-record)
[DNS_NAME]          	bananawww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	beta.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	bd.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	bookingwww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	brand.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	c0wweb.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	betawww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	br.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	booking-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	booking.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	be.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	beta-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	bss.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	cachestage.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[IP_ADDRESS]        	18.210.76.61	A	(cloud-amazon, distance-1, internal, ipv4, ptr-record, resolved)
[DNS_NAME]          	cb.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	cc.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	brand-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	brandwww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	compilatio.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	cars.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	cars-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	carswww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	code-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	codewww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	cloud.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	code.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	cache.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	confluence.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	confluence-test.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	mmb.br.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	confluence-testwww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	mmb.be.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	confluence-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	cpanel.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	crouzet.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	construction.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	confluencewww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	confluence-test-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	coeusmembers.clickoutwww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	22.clickouwww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	mmb.cb.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	mmb.cc.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	crowd.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	crowdwww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	cs8.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	customer.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	d.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	mmb.cs8.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	datasharestage.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	datapipe.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	datapipe-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	datapipewww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	designwww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	design.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	design-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	dev.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	dna.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	dmzmailrelayf2.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	diglisbon.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	dmzmailrelayf1.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	device.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	dnawww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	dna-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	docapost.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	domino.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	download.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	mmb.d.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gds-viewer.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	dragon1.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	crowd-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	portal.dev.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	ead.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	eborigin.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	ebstage.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	dragon2.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	eadtest.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	eb.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	dragon3.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	dragon4.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	ekipazh.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	ebintegration.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	software.download.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	email-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	email.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	emailwww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	www.download.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	extranet1.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[URL]               	https://goopti.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[DNS_NAME]          	extern.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	fav.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	erstecard.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	pia.portal.dev.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[URL]               	https://parking.kiwi.com/en-US/	httpx	(dir, distance-0, http-title-book-your-parking-space-kiwi, in-scope, ip-18-238-4-46, status-200)
[DNS_NAME]          	fe-origin.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[URL]               	https://hotels.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://kiwibase.kiwi.com/accounts/login/	httpx	(dir, distance-0, http-title-account-log-in-kiwibase, in-scope, ip-104-16-193-226, status-200)
[URL]               	https://confluence.kiwi.com/login.action	httpx	(distance-0, endpoint, extension-action, http-title-log-in-kiwicom-confluence, in-scope, ip-104-16-192-226, status-200)
[URL]               	https://email.txn-dev-mg.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-34-111-99-212, status-404)
[URL]               	https://jira.kiwi.com/login.jsp	httpx	(distance-0, endpoint, extension-jsp, http-title-log-in-jira, in-scope, ip-104-16-192-226, status-200)
[DNS_NAME]          	fe-origin-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[URL]               	https://email.txn-dev-mg.kiwi.com:80/	httpx	(dir, distance-0, in-scope, ip-34-111-99-212, status-404)
[URL]               	https://bergamolynk.kiwi.com/en/	httpx	(dir, distance-0, http-title-bergamo-lynk-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-193-226, status-200)
[URL]               	https://holidaypirates.kiwi.com/en/	httpx	(dir, distance-0, http-title-holidaypirates-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-193-226, status-200)
[DNS_NAME]          	fe-originwww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[URL]               	https://hamburgairport.kiwi.com/en/	httpx	(dir, distance-0, http-title-hamburgairport-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-192-226, status-200)
[URL]               	https://airylang.kiwi.com/en/	httpx	(dir, distance-0, http-title-airylangilink-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-192-226, status-200)
[DNS_NAME]          	audportal.extern.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	b2b.extern.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[URL]               	https://kayak.kiwi.com/en/	httpx	(dir, distance-0, http-title-los-angeles-los-angeles-trips, in-scope, ip-104-16-193-226, status-200)
[URL]               	https://flyafrijet.kiwi.com/en/	httpx	(dir, distance-0, http-title-afrijetbusinessservices-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-193-226, status-200)
[DNS_NAME]          	flights.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[URL]               	https://flywestair.kiwi.com/en/	httpx	(dir, distance-0, http-title-flywestair-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-192-226, status-200)
[DNS_NAME]          	mmb.fav.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[URL]               	https://lastminute.kiwi.com/en/	httpx	(dir, distance-0, http-title-los-angeles-los-angeles-trips, in-scope, ip-104-16-193-226, status-200)
[URL]               	https://blvairport.kiwi.com/en/	httpx	(dir, distance-0, http-title-flights-from-belleville-blv-blvairport, in-scope, ip-104-16-192-226, status-200)
[DNS_NAME]          	flights-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gds-viewer-7-5.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	www.gds-viewer.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	flightswww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gds-viewer-7-4.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
